plagiated_file,abstract_result,intro_result,conclusion_result
PMC34114_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9753456115722656}","{'support': 0.2857142857142857, 'confidence': 0.9356102645397186}","{'support': 0.2, 'confidence': 0.6131280064582825}"
PMC34116_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.1111111111111111, 'confidence': 0.817190408706665}","{'support': 0.3333333333333333, 'confidence': 0.7404889464378357}"
PMC34117_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.8671432733535767}","{'support': 0.2222222222222222, 'confidence': 0.8006231784820557}","{'support': 0.6666666666666666, 'confidence': 0.9590518474578857}"
PMC34514_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.8853851556777954}","{'support': 0.45, 'confidence': 0.8552741607030233}","{'support': 0.2, 'confidence': 0.6131280064582825}"
PMC34520_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.6893098950386047}","{'support': 0.375, 'confidence': 0.8218319515387217}","{'support': 1.0, 'confidence': 0.8016489148139954}"
PMC34549_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.2, 'confidence': 0.7941638429959615}","{'support': 1.0, 'confidence': 0.889845609664917}"
PMC34550_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9331969022750854}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.3333333333333333, 'confidence': 0.786847710609436}"
PMC34551_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9953076243400574}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.3333333333333333, 'confidence': 0.7409607172012329}"
PMC34552_plagiated_multiplagiated.xml,"{'support': 0.2, 'confidence': 0.9990567564964294}","{'support': 0.2727272727272727, 'confidence': 0.7238583167394003}","{'support': 0.3333333333333333, 'confidence': 0.8277577757835388}"
PMC34605_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.7339334487915039}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0.3333333333333333, 'confidence': 0.7409607172012329}"
PMC34606_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.7142857142857143, 'confidence': 0.8844659328460693}","{'support': 0, 'confidence': 0}"
PMC35267_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.7942726314067841}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.2, 'confidence': 0.9489320814609528}"
PMC35277_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.625, 'confidence': 0.8552925109863281}","{'support': 0, 'confidence': 0}"
PMC35278_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.375, 'confidence': 0.8218319515387217}","{'support': 0.3333333333333333, 'confidence': 0.7404889464378357}"
PMC35279_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.796289324760437}","{'support': 0.3333333333333333, 'confidence': 0.7871179431676865}","{'support': 0, 'confidence': 0}"
PMC35280_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.1875, 'confidence': 0.8575635155042013}","{'support': 0, 'confidence': 0}"
PMC35283_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.8671432733535767}","{'support': 0.5714285714285714, 'confidence': 0.8647691160440445}","{'support': 0.3333333333333333, 'confidence': 0.5297695994377136}"
PMC35285_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.2413793103448276, 'confidence': 0.7844656407833099}","{'support': 0, 'confidence': 0}"
PMC35286_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.8435900211334229}","{'support': 0.5625, 'confidence': 0.8848379850387573}","{'support': 0.6, 'confidence': 0.9054015080134074}"
PMC35352_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8715416193008423}","{'support': 0.6666666666666666, 'confidence': 0.8438709080219269}"
PMC35353_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.9455897808074951}","{'support': 0.375, 'confidence': 0.8218319515387217}","{'support': 0.3333333333333333, 'confidence': 0.8484120666980743}"
PMC35354_plagiated_multiplagiated.xml,"{'support': 0.5, 'confidence': 0.7569361329078674}","{'support': 0.6666666666666666, 'confidence': 0.867548257112503}","{'support': 0.5, 'confidence': 0.9332302212715149}"
PMC35360_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.16666666666666666, 'confidence': 0.9994422793388367}","{'support': 0.16666666666666666, 'confidence': 0.9383851289749146}"
PMC35361_plagiated_multiplagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9154655933380127}","{'support': 0.3076923076923077, 'confidence': 0.9105077162384987}","{'support': 0.3333333333333333, 'confidence': 0.8277577757835388}"
PMC37242_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.3333333333333333, 'confidence': 0.8537415564060211}","{'support': 0, 'confidence': 0}"
PMC37243_plagiated_multiplagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9319080710411072}","{'support': 0.5, 'confidence': 0.8654851913452148}","{'support': 0.3333333333333333, 'confidence': 0.786847710609436}"
PMC37310_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0, 'confidence': 0}"
PMC37313_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.971504807472229}","{'support': 0.4166666666666667, 'confidence': 0.7991975307464599}","{'support': 0.2, 'confidence': 0.5319370627403259}"
PMC37314_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.2222222222222222, 'confidence': 0.8006231784820557}","{'support': 0.2, 'confidence': 0.9152233004570007}"
PMC37351_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6666666666666666, 'confidence': 0.867548257112503}","{'support': 0.3333333333333333, 'confidence': 0.9329965114593506}"
PMC37352_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.7391340434551239}","{'support': 0.3157894736842105, 'confidence': 0.8953198492527008}","{'support': 0.5, 'confidence': 0.9332302212715149}"
PMC37353_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.5049222707748413}","{'support': 0.3076923076923077, 'confidence': 0.8485265076160431}","{'support': 0, 'confidence': 0}"
PMC37354_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.07692307692307693, 'confidence': 0.675388753414154}","{'support': 0.3333333333333333, 'confidence': 0.6499658823013306}"
PMC37355_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.35714285714285715, 'confidence': 0.900283420085907}","{'support': 0.5, 'confidence': 0.6147106289863586}"
PMC37356_plagiated_multiplagiated.xml,"{'support': 1.0, 'confidence': 0.9821278154850006}","{'support': 0.4166666666666667, 'confidence': 0.7991975307464599}","{'support': 0.6666666666666666, 'confidence': 0.6654996871948242}"
PMC37391_plagiated_multiplagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.32, 'confidence': 0.9034171923995018}","{'support': 0.4, 'confidence': 0.8070378303527832}"
