plagiated_file,abstract_result,intro_result,conclusion_result
PMC35286_plagiated.xml,"{'support': 0.5, 'confidence': 0.8435900211334229}","{'support': 0.8, 'confidence': 0.8446630388498306}","{'support': 0.2727272727272727, 'confidence': 0.8874727090199789}"
PMC35352_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8, 'confidence': 0.9944759905338287}","{'support': 0.25, 'confidence': 0.7430805563926697}"
PMC35353_plagiated.xml,"{'support': 0.5, 'confidence': 0.9626708626747131}","{'support': 0.6, 'confidence': 0.8862252434094747}","{'support': 0, 'confidence': 0}"
PMC35354_plagiated.xml,"{'support': 1.0, 'confidence': 0.8096845746040344}","{'support': 0.625, 'confidence': 0.9862306833267211}","{'support': 0, 'confidence': 0}"
PMC35360_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.8333333333333334, 'confidence': 0.8997440814971924}","{'support': 0, 'confidence': 0}"
PMC35361_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9154655933380127}","{'support': 0.4, 'confidence': 0.7977127631505331}","{'support': 0, 'confidence': 0}"
PMC37242_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.75, 'confidence': 0.8399784167607626}","{'support': 0.6666666666666666, 'confidence': 0.7509003281593323}"
PMC37243_plagiated.xml,"{'support': 0.3333333333333333, 'confidence': 0.9268428683280945}","{'support': 0.2727272727272727, 'confidence': 0.9410911699136099}","{'support': 0, 'confidence': 0}"
PMC37310_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 1.0, 'confidence': 0.8726511505933908}","{'support': 0, 'confidence': 0}"
PMC37313_plagiated.xml,"{'support': 1.0, 'confidence': 0.971504807472229}","{'support': 0.7692307692307693, 'confidence': 0.9345903515815734}","{'support': 0.5, 'confidence': 0.9347835183143616}"
PMC37314_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5714285714285714, 'confidence': 0.8561956882476807}","{'support': 0.25, 'confidence': 0.9375068545341492}"
PMC37351_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.5, 'confidence': 0.9037233114242553}","{'support': 1.0, 'confidence': 0.8528351187705994}"
PMC37352_plagiated.xml,"{'support': 1.0, 'confidence': 0.7391340434551239}","{'support': 0.6666666666666666, 'confidence': 0.81668621301651}","{'support': 0.5, 'confidence': 0.7331831455230713}"
PMC37353_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.45454545454545453, 'confidence': 0.9507657289505005}","{'support': 0, 'confidence': 0}"
PMC37354_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.36363636363636365, 'confidence': 0.9493389129638672}","{'support': 0, 'confidence': 0}"
PMC37355_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.6, 'confidence': 0.7857885956764221}","{'support': 0.5, 'confidence': 0.6498703956604004}"
PMC37356_plagiated.xml,"{'support': 1.0, 'confidence': 0.9821278154850006}","{'support': 0.35714285714285715, 'confidence': 0.854784882068634}","{'support': 0, 'confidence': 0}"
PMC37391_plagiated.xml,"{'support': 0, 'confidence': 0}","{'support': 0.45454545454545453, 'confidence': 0.6886292457580566}","{'support': 0, 'confidence': 0}"
